title,vote_average,vote_count,budget,revenue,imdb_id,genres,id
Blood Red Sky,6.813,1647,17739525,0,tt6402468,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",760883
The Worst Person in the World,7.441,1646,5000000,12687507,tt10370710,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",660120
Judas and the Black Messiah,7.311,1635,26000000,6416063,tt9784798,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",583406
Kate,6.636,1625,25000000,0,tt7737528,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",597891
Pig,6.646,1614,3000000,4638959,tt11003218,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",635731
Belfast,7.052,1610,11000000,49158343,tt12789558,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",777270
Titane,6.331,1588,6600000,4982335,tt10944760,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",630240
Jujutsu Kaisen 0,8.121,1578,0,195870885,tt14331144,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",810693
Love Hard,6.93,1547,0,0,tt10752004,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",734265
Fatherhood,7.5,1481,0,0,tt4733624,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",607259
Oxygen,6.604,1480,0,0,tt6341832,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",471498
He's All That,6.493,1444,0,0,tt4590256,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",347626
The Unholy,6.568,2221,10000000,30832137,tt9419056,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",632357
"tick, tick... BOOM!",7.612,2214,0,0,tt8721424,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",537116
Spiral: From the Book of Saw,5.92,2181,20000000,40618920,tt10342730,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",602734
Army of Thieves,6.813,2178,30000000,46900000,tt13024674,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",796499
Escape Room: Tournament of Champions,6.515,2171,15000000,65774490,tt9844522,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",585216
Fear Street: 1978,7.188,2111,0,0,tt9701940,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",591274
The Green Knight,6.607,2070,15000000,18887953,tt9243804,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",559907
The Woman in the Window,6.0,2070,40000000,0,tt6111574,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",520663
Infinite,6.59,2022,0,0,tt6654210,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",581726
To All the Boys: Always and Forever,7.515,2008,0,0,tt10676012,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",614409
The Kissing Booth 3,6.869,1976,0,0,tt12783454,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",727745
Ron's Gone Wrong,7.9,1949,0,60692022,tt7504818,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",482321
The Unforgivable,7.409,1935,0,0,tt11233960,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",645886
Fear Street: 1666,7.1,1897,0,0,tt9701942,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",591275
Reminiscence,6.541,1877,68000000,18717947,tt3272066,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",579047
Outside the Wire,6.349,1863,0,0,tt10451914,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",775996
The Ice Road,6.8,1827,0,7502846,tt3758814,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",646207
Palmer,8.139,1824,0,0,tt6857376,"[{'id': 18, 'name': 'Drama'}]",458220
Boss Level,6.86,1784,45000000,2000000,tt7638348,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",513310
Clifford the Big Red Dog,7.2,1779,64000000,107347356,tt2397461,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",585245
I Care a Lot,6.6,2861,0,0,tt9893250,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",601666
The Power of the Dog,6.753,2834,0,0,tt10293406,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",600583
The French Dispatch,7.015,2819,25000000,46333545,tt8847712,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",542178
Halloween Kills,6.432,2815,20000000,133423964,tt10665338,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",610253
Don't Breathe 2,7.019,2721,15000000,53785551,tt6246322,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",482373
King Richard,7.616,2701,50000000,39400000,tt9620288,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",614917
After We Fell,7.023,2687,14000000,21753705,tt13069986,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",744275
The Little Things,6.3,2671,30000000,29942746,tt10016180,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",602269
The Boss Baby: Family Business,7.3,2634,82000000,146745280,tt6932874,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",459151
The Forever Purge,6.894,2602,18000000,76994245,tt10327252,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",602223
Resident Evil: Welcome to Raccoon City,5.955,2597,25000000,41914915,tt6920084,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",460458
Tom Clancy's Without Remorse,6.954,2576,0,0,tt0499097,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",567189
Fear Street: 1994,6.7,2516,0,0,tt6566576,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",591273
Tom & Jerry,6.744,2516,50000000,136536687,tt1361336,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",587807
Malignant,6.758,2505,40000000,34891791,tt3811906,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",619778
Licorice Pizza,7.0,2495,40000000,33276075,tt11271038,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",718032
Chaos Walking,6.562,2458,125000000,26508132,tt2076822,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",412656
Hitman's Wife's Bodyguard,6.663,2455,70000000,70060492,tt8385148,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",522931
CODA,7.903,2426,10000000,1905058,tt10366460,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",776503
Coming 2 America,6.368,2312,60000000,0,tt6802400,"[{'id': 35, 'name': 'Comedy'}]",484718
Red Notice,6.8,6175,160000000,178143,tt7991608,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",512195
The Matrix Resurrections,6.4,6174,190000000,156497322,tt10838180,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",624860
Mortal Kombat,7.003,6107,20000000,84426031,tt0293429,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",460465
Jungle Cruise,7.323,5959,200000000,220889446,tt0870154,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",451048
Wrath of Man,7.592,5811,40000000,103966489,tt11083552,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",637649
Ghostbusters: Afterlife,7.3,4942,75000000,204334455,tt4513678,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",425909
The King's Man,6.728,4859,100000000,125897478,tt6856242,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",476669
Old,6.323,4714,18000000,90146510,tt10954652,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",631843
Sing 2,7.838,4650,85000000,408402685,tt6467266,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}]",438695
Army of the Dead,6.229,4247,90000000,190700000,tt0993840,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",503736
Space Jam: A New Legacy,6.7,4134,150000000,163692228,tt3554046,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",379686
The Tomorrow War,7.49,3871,200000000,14400000,tt9777666,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",588228
Finch,7.823,3774,2500000,0,tt3420504,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",522402
Last Night in Soho,7.283,3680,43000000,22957625,tt9639470,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",576845
The Last Duel,7.4,3659,100000000,30552111,tt4244994,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",617653
House of Gucci,6.575,3307,75000000,153235995,tt11214590,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}]",644495
Nomadland,7.185,3194,5000000,39458207,tt9770150,"[{'id': 18, 'name': 'Drama'}]",581734
Nightmare Alley,6.965,3177,60000000,39629195,tt7740496,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",597208
The Mitchells vs. the Machines,7.861,3174,75000000,0,tt7979580,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",501929
The Guilty,6.427,2933,0,0,tt9421570,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",567748
Spider-Man: No Way Home,7.937,21275,200000000,1921847111,tt10872600,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",634649
Dune,7.777,14109,165000000,407573628,tt1160419,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",438631
Venom: Let There Be Carnage,6.76,10869,110000000,506863592,tt7097896,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",580489
Black Widow,7.188,10849,200000000,379751131,tt3480822,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",497698
Zack Snyder's Justice League,8.102,10479,70000000,0,tt12361974,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",791373
Godzilla vs. Kong,7.558,10373,200000000,470116094,tt5034838,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",399566
Shang-Chi and the Legend of the Ten Rings,7.504,10031,150000000,432243292,tt9376612,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",566525
Encanto,7.58,9925,150000000,261292688,tt2953050,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",568124
Cruella,7.983,9784,200000000,233503234,tt3228774,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]",337404
Free Guy,7.463,9379,110000000,331526598,tt6264654,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",550988
The Suicide Squad,7.477,9227,185000000,168717425,tt6334354,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",436969
Don't Look Up,7.067,8890,75000000,791863,tt11286314,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",646380
Eternals,6.792,8827,200000000,402064899,tt9032400,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",524434
Luca,7.793,8726,200000000,51074773,tt12801262,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",508943
Nobody,7.9,7869,16000000,57512470,tt7888964,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",615457
F9,7.033,7509,200000000,726229501,tt5433138,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",385128
Raya and the Last Dragon,7.818,7088,100000000,130423032,tt5109280,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",527774
A Quiet Place Part II,7.451,7073,55000000,297372261,tt8332922,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",520763
No Time to Die,7.4,6755,250000000,774153024,tt2382320,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",370172
The Conjuring: The Devil Made Me Do It,7.381,6327,39000000,206444123,tt7069210,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",423108
The Way Back,6.643,1281,23000000,14590514,tt8544498,"[{'id': 18, 'name': 'Drama'}]",529485
Happiest Season,7.127,1271,0,1401954,tt8522006,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",520172
Brahms: The Boy II,5.88,1270,10000000,20311536,tt9173418,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",555974
Pieces of a Woman,7.021,1266,0,0,tt11161474,"[{'id': 18, 'name': 'Drama'}]",641662
Tolo Tolo,6.116,1263,20000000,52186426,tt10413566,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",593402
The Courier,7.038,1241,0,26000000,tt8368512,"[{'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",522241
The Wrong Missy,6.144,1229,0,0,tt9619798,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",582596
Ma Rainey's Black Bottom,6.651,1216,0,0,tt10514222,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",615667
I Still Believe,7.6,1206,12000000,16069730,tt9779516,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",585244
Work It,7.506,1198,0,0,tt10276470,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",612706
His House,6.415,1177,0,0,tt8508734,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",575774
Feel the Beat,7.57,1143,0,0,tt10714856,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",707886
Chemical Hearts,7.319,1143,0,0,tt5843876,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",621013
Rebecca,6.3,1135,0,0,tt2235695,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",505379
Da 5 Bloods,6.448,1132,45000000,0,tt9777644,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",581859
"Miraculous World: New York, United HeroeZ",8.098,1119,0,0,tt12816348,"[{'id': 16, 'name': 'Animation'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",755812
The Outpost,6.9,1116,18000000,2133452,tt3833480,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}]",531876
The Christmas Chronicles: Part Two,6.484,1106,0,0,tt11057644,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",654028
Money Heist: The Phenomenon,7.5,1080,0,0,tt12078990,"[{'id': 99, 'name': 'Documentary'}]",689249
The King of Staten Island,7.0,1080,35000000,2200000,tt9686708,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",579583
Freaky,6.558,1743,5000000,15100000,tt10919380,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",551804
Hubie Halloween,5.913,1721,14000000,0,tt10682266,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",617505
Mank,6.684,1712,25000000,122252,tt10618286,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",614560
The Social Dilemma,7.44,1699,0,0,tt11464826,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",656690
Artemis Fowl,5.535,1697,125000000,0,tt3089630,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}]",475430
Color Out of Space,6.054,1596,6000000,1023510,tt5073642,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",548473
The Half of It,7.1,1552,0,0,tt9683478,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",597219
Gabriel's Inferno: Part II,8.369,1534,0,0,tt13535454,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",724089
Justice League Dark: Apokolips War,8.212,1522,0,0,tt11079148,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",618344
Gretel & Hansel,5.999,1507,5000000,22304357,tt9086228,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",542224
Eurovision Song Contest: The Story of Fire Saga,6.42,1502,0,0,tt8580274,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",531454
A Whisker Away,7.881,1449,0,0,tt11958344,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",667520
Mortal Kombat Legends: Scorpion's Revenge,8.091,1426,0,0,tt9580138,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",664767
Escape from Pretoria,7.186,1419,0,2431995,tt5797184,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",502425
Rose Island,7.033,1369,8000000,0,tt10287954,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",636565
Over the Moon,7.191,1352,0,0,tt7488208,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",560050
Return,6.4,1346,0,0,,"[{'id': 16, 'name': 'Animation'}]",836466
The Lodge,6.109,1344,0,2679585,tt7347846,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",474764
My Spy,6.9,1324,18000000,10200000,tt8242084,"[{'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",592834
Wolfwalkers,8.205,1305,12000000,1310720,tt5198068,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",441130
Sound of Metal,7.7,2710,0,516520,tt5363618,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",502033
Ava,5.828,2674,0,2987741,tt8784956,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",539885
To All the Boys: P.S. I Still Love You,6.822,2639,0,0,tt9354842,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",565426
Fantasy Island,5.77,2569,7000000,49500000,tt0983946,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",539537
Peninsula,6.744,2490,17000000,42698327,tt8850222,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",581392
Guns Akimbo,6.432,2453,15000000,835102,tt6902676,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",457335
Gabriel's Inferno,8.403,2437,0,0,tt11316854,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",696374
Spenser Confidential,6.516,2417,0,0,tt8629748,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",581600
Unhinged,6.438,2407,33000000,39238300,tt10059518,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",625568
Holidate,6.985,2280,0,0,tt9866072,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",615665
Trolls World Tour,7.256,2219,90000000,49276818,tt6587640,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10402, 'name': 'Music'}]",446893
I'm Thinking of Ending Things,6.572,2081,0,0,tt7939766,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",500840
#Alive,7.227,1955,6300000,13416285,tt10620868,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",614696
Life in a Year,8.241,1941,0,0,tt6598238,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",447362
The Midnight Sky,5.732,1929,0,70018,tt10539608,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",614911
Emma.,7.009,1862,10000000,25200000,tt9214832,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",556678
News of the World,6.946,1853,38000000,12700000,tt6878306,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]",581032
Honest Thief,6.484,1821,0,31220247,tt1838556,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",553604
The Babysitter: Killer Queen,6.339,1765,0,0,tt11024272,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",623491
Scoob!,7.005,1764,90000000,28600000,tt3152592,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}]",385103
The Croods: A New Age,7.458,4005,65000000,215905815,tt2850386,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",529203
The Call of the Wild,7.531,3867,109000000,111200000,tt7504726,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",481848
Dolittle,6.588,3764,175000000,251410631,tt6673612,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",448119
The New Mutants,6.084,3588,67000000,49169594,tt4682266,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",340102
